id,target
Id_ln0e0hfrgx,37326000.0
Id_svf7nz9fxv,64011000.0
Id_ww2mh07gwj,78102000.0
Id_v88r4y03ww,46245250.0
Id_2u4y4kzglh,27410550.0
Id_fg5xfjllt4,21122500.0
Id_36nni5ck3y,51040500.0
Id_ba82xlxn6b,28139850.0
Id_00oxz7u1wh,82121000.0
Id_rtuwidza7r,43017750.0
Id_ig5fu4je0t,36251000.0
Id_82ghamllrc,26865950.0
Id_nlduydx4j8,44042500.0
Id_aqnys7s5jk,26320000.0
Id_5b44mi31so,41975500.0
Id_xmq0orr3ps,48663500.0
Id_vb1gojb1cu,23152400.0
Id_7z257yvzyw,46143000.0
Id_58q8t38nva,37684500.0
Id_8z6uoz393b,37624500.0
Id_9gf5o5hcux,47982000.0
Id_wqtmjqb7m2,42009000.0
Id_q0ibzrqxoc,62222500.0
Id_z45p3tbot2,54496850.0
Id_dkklfuxhpq,42581850.0
Id_1b606mpl4p,36644000.0
Id_4d8m3g1wea,85913500.0
Id_ec9j8ws9lt,37407500.0
Id_fwasw0onho,30765000.0
Id_qrq27l8oa8,57244500.0
Id_retgig1cps,44653000.0
Id_1q820b3xi1,76226000.0
Id_i42o5vcv4q,33049000.0
Id_tqpqwmw8nv,32298000.0
Id_aopbs73dkg,46892500.0
Id_qqhya8q9je,36429500.0
Id_7w7bb399z9,38935000.0
Id_e9j2fe72ai,38538500.0
Id_gkpmv3v4m3,52489000.0
Id_83l49plbfq,103249500.0
Id_fkangn004c,39618000.0
Id_h3udif2glc,55541000.0
Id_ykw176l05k,56675850.0
Id_9s8ak2k21h,52472500.0
Id_2873xncm39,23074945.0
Id_d8rz4uv5r1,67168500.0
Id_izkncv38r3,100424500.0
Id_lj0kzfquix,53181350.0
Id_hkbs54y4aa,35903500.0
Id_ooah1pyvm9,41165000.0
Id_q72f61u9ib,47113000.0
Id_pwucj9rqkz,34342500.0
Id_o6a4wjupd3,16686100.0
Id_zwy6kaapb3,45180500.0
Id_iezo0fjwjd,43811000.0
Id_us9byv8bhz,35648500.0
Id_9uxgfnmxot,37248890.0
Id_spelh6acm6,61727000.0
Id_cp1kly7ntu,63772500.0
Id_ubdczhavoj,16831900.0
Id_5jm6v968rw,51352000.0
Id_llhl9ci19l,49143500.0
