id,target
Id_ln0e0hfrgx,21917000.0
Id_svf7nz9fxv,62932000.0
Id_ww2mh07gwj,80358000.0
Id_v88r4y03ww,18732100.0
Id_2u4y4kzglh,3269400.0
Id_fg5xfjllt4,21489900.0
Id_36nni5ck3y,51190000.0
Id_ba82xlxn6b,28729900.0
Id_00oxz7u1wh,86471000.0
Id_rtuwidza7r,25674000.0
Id_ig5fu4je0t,18369000.0
Id_82ghamllrc,7107500.0
Id_nlduydx4j8,34920000.0
Id_aqnys7s5jk,8069400.0
Id_5b44mi31so,35785500.0
Id_xmq0orr3ps,53803000.0
Id_vb1gojb1cu,29077600.0
Id_7z257yvzyw,45084000.0
Id_58q8t38nva,28435800.0
Id_8z6uoz393b,17822500.0
Id_9gf5o5hcux,45727000.0
Id_wqtmjqb7m2,10929490.0
Id_q0ibzrqxoc,65534000.0
Id_z45p3tbot2,26588000.0
Id_dkklfuxhpq,25844100.0
Id_1b606mpl4p,37303900.0
Id_4d8m3g1wea,80761000.0
Id_ec9j8ws9lt,42254000.0
Id_fwasw0onho,5867200.0
Id_qrq27l8oa8,57884000.0
Id_retgig1cps,31044000.0
Id_1q820b3xi1,70918000.0
Id_i42o5vcv4q,22313100.0
Id_tqpqwmw8nv,14255400.0
Id_aopbs73dkg,26642300.0
Id_qqhya8q9je,41454000.0
Id_7w7bb399z9,22707000.0
Id_e9j2fe72ai,40500000.0
Id_gkpmv3v4m3,45349000.0
Id_83l49plbfq,96628000.0
Id_fkangn004c,23728000.0
Id_h3udif2glc,56808000.0
Id_ykw176l05k,31810000.0
Id_9s8ak2k21h,61298000.0
Id_2873xncm39,24619490.0
Id_d8rz4uv5r1,66322000.0
Id_izkncv38r3,82002000.0
Id_lj0kzfquix,25922000.0
Id_hkbs54y4aa,40230000.0
Id_ooah1pyvm9,27747000.0
Id_q72f61u9ib,47206000.0
Id_pwucj9rqkz,30661300.0
Id_o6a4wjupd3,18958400.0
Id_zwy6kaapb3,42715000.0
Id_iezo0fjwjd,43375500.0
Id_us9byv8bhz,23243000.0
Id_9uxgfnmxot,35320600.0
Id_spelh6acm6,40829000.0
Id_cp1kly7ntu,64651000.0
Id_ubdczhavoj,11404300.0
Id_5jm6v968rw,55012000.0
Id_llhl9ci19l,28991000.0
Id_v75e4tjjyp,19284100.0
Id_xjbcoy2j3t,134475000.0
Id_g9ls8xasmf,34016800.0
Id_4il32jzymw,32589000.0
Id_hsar9qb88t,20300600.0
Id_e616f3pw24,37985000.0
Id_dxdf9ia7qq,26617500.0
Id_ts1bpzxmhf,45858000.0
Id_tkroyy1jrn,94870000.0
Id_4kire8foku,43020000.0
Id_b8jcitm9mb,45956000.0
Id_0lcc62azgt,44000900.0
Id_ii5e9k9rdn,59945000.0
Id_orvj8k9505,72755000.0
Id_4ho1b5bihf,67936000.0
Id_0fszzmatb2,13781900.0
Id_jczipbeekx,12718400.0
Id_7oeumi7wfc,23671000.0
Id_1qktcshxq6,26446900.0
Id_h6ly512bga,42124000.0
Id_j2mi3xzf5x,55357000.0
Id_ny4yh9avo8,17955500.0
Id_m9ohbj2egu,67125000.0
Id_x37vji5odd,30372000.0
Id_a73zxd6lr5,113521000.0
Id_halaamvvvp,54465000.0
Id_k4kkd2ico2,58878000.0
Id_17ixyxgfm4,10376400.0
Id_tigygaztu6,32014000.0
Id_9gnj56djlm,79696000.0
Id_flpv4jvtq9,33802000.0
Id_ppn1yrykhy,43238000.0
Id_feekjxu203,38025000.0
Id_25z907f057,43601400.0
Id_w1u0uv7prf,23000000.0
Id_g0ddcviyey,65729000.0
Id_2cwp9vm7ph,65207000.0
Id_plzeniztms,32794000.0
Id_sdxl4wyew3,30645800.0
Id_23kwe90eju,38853000.0
Id_5zrklzccpl,19789500.0
Id_heyzdak59s,29591800.0
Id_fat5t6u2m4,18218000.0
Id_77ppmeadhn,75902000.0
Id_vxy6mrz6o1,58473000.0
Id_og3uwtn2hy,29027000.0
Id_vkzbprc0ex,28770000.0
Id_9s836sw3fg,27045100.0
Id_pe4wok3hec,40163000.0
Id_e9vbg74189,61272000.0
Id_xujri7q3fa,4082580.0
Id_n6gfl4o7xr,36916000.0
Id_vu49qz0esw,28135000.0
Id_39akch4j7a,52965000.0
Id_12218dixmx,84304000.0
Id_miz87he32d,23822400.0
